Order_ID,Order_Date,Origin_City,Destination_City,Route_Type,Transportation_Mode,Product_Category,Base_Lead_Time_Days,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delay_Days,Delivery_Status,Disruption_Event,Geopolitical_Risk_Index,Weather_Severity_Index,Inflation_Rate_Pct,Shipping_Cost_USD,Order_Weight_Kg,Mitigation_Action_Taken
ORD-A644C745,2/1/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,20,18,0,On Time,None,0.27,3.1,2.8,5226.05,8230,Standard Shipping
ORD-8E246460,2/25/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,37,34,0,On Time,None,0.87,9.5,3.76,5998.03,6415,Standard Shipping
ORD-78F2892E,7/27/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,27,24,0,On Time,None,0.75,7.7,4.36,1411.38,1613,Standard Shipping
ORD-F7D8A432,11/15/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,31,27,0,On Time,None,0.77,5.5,4.29,7811.9,8827,Standard Shipping
ORD-463B4BC7,11/30/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,30,28,0,On Time,None,0.12,6.2,4.27,1487.92,2657,Standard Shipping
ORD-1CDAF1FA,5/30/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,19,18,0,On Time,None,0.71,8.5,4.25,4039.88,4725,Standard Shipping
ORD-0E7CC7B3,6/4/24,"Hamburg, DE","New York, US",Atlantic,Sea,Semiconductors,12,14,12,0,On Time,None,0.26,4.1,3.3,2950.29,4683,Standard Shipping
ORD-23EB62EA,1/19/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,9,7,0,On Time,None,0.83,7.8,3.56,5506.47,6018,Standard Shipping
ORD-ED985720,2/20/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Pharmaceuticals,24,25,24,0,On Time,None,0.88,2.8,2.36,9147.14,9731,Standard Shipping
ORD-77057541,10/17/25,"Santos, BR","Shanghai, CN",Commodity,Air,Semiconductors,4,6,4,0,On Time,None,0.59,9.9,2.68,74262.54,8492,Standard Shipping
ORD-048BB08C,4/13/24,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,13,11,0,On Time,None,0.5,7.6,4.47,1882.5,2510,Standard Shipping
ORD-07981DC4,1/16/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Pharmaceuticals,2,3,2,0,On Time,None,0.23,0.6,3.35,14301.21,2114,Standard Shipping
ORD-8885CD51,6/18/25,"Hamburg, DE","New York, US",Atlantic,Sea,Semiconductors,12,15,12,0,On Time,None,0.88,3.9,3.95,3733.68,3972,Standard Shipping
ORD-73867E65,11/2/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Semiconductors,2,3,1,0,On Time,None,0.46,5.3,2.39,27197.61,3387,Standard Shipping
ORD-9B6043CD,3/22/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,19,18,0,On Time,None,0.2,8.3,4.49,2287.2,3812,Standard Shipping
ORD-431E941B,2/4/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,21,18,0,On Time,None,0.69,1.8,4.13,3728.14,4412,Standard Shipping
ORD-DB3B3CFC,11/24/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,38,37,0,On Time,None,0.18,1.7,3.36,1539.31,2609,Standard Shipping
ORD-191CA81B,4/8/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Semiconductors,28,30,28,0,On Time,None,0.46,9,3.46,5039.92,6904,Standard Shipping
ORD-5D20379C,10/15/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Semiconductors,2,5,2,0,On Time,None,0.83,4.2,3.91,34452.5,3423,Standard Shipping
ORD-F95FA04A,3/12/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,31,28,0,On Time,None,0.87,8.9,2.81,5394.02,5769,Standard Shipping
ORD-8AB231EB,11/13/25,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,6,4,0,On Time,None,0.31,7.7,5.32,40708.25,5650,Standard Shipping
ORD-89E8C18C,4/6/24,"Santos, BR","Shanghai, CN",Commodity,Air,Pharmaceuticals,4,7,3,0,On Time,None,0.68,4.3,1.78,76682.76,8299,Standard Shipping
ORD-E8D72F88,4/18/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Pharmaceuticals,24,27,24,0,On Time,None,0.72,0.9,3.49,856.56,996,Standard Shipping
ORD-70300A68,9/26/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,29,41,12,Late,Geopolitical Conflict (Route Diversion),0.31,3.1,4.33,4466.58,4262,Re-routing
ORD-7CC106F4,4/1/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Pharmaceuticals,2,3,2,0,On Time,None,0.6,7.3,5.33,57464,6530,Standard Shipping
ORD-15B8064F,11/2/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,19,0,On Time,None,0.73,4.9,2.71,3821.57,4418,Standard Shipping
ORD-7BFFF9FC,11/15/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Semiconductors,24,25,23,0,On Time,None,0.49,2.3,3.25,2121.76,2848,Standard Shipping
ORD-78AE9CC8,4/9/25,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,15,12,0,On Time,None,0.39,2.7,3.14,3649.45,5251,Standard Shipping
ORD-7B569083,4/13/25,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,13,13,0,On Time,None,0.51,5.9,3.92,6425.81,8511,Standard Shipping
ORD-FCBE0D0A,3/26/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,8,6,0,On Time,None,0.48,1.6,3.24,2602.58,3517,Standard Shipping
ORD-F318D2D0,12/14/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,9,7,0,On Time,None,0.88,0.7,3.59,7515.3,7995,Standard Shipping
ORD-43AD9492,8/17/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,8,15,7,Late,Severe Weather (Typhoon/Storm),0.11,3.3,3.28,658.01,988,Standard Shipping
ORD-6FF038D4,1/17/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,19,18,0,On Time,None,0.13,6.7,5.32,4582.71,8111,Standard Shipping
ORD-B4B725D0,12/22/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,19,18,0,On Time,None,0.44,9,4.56,5979.6,8305,Standard Shipping
ORD-8C54AAE9,1/21/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,21,21,0,On Time,None,0.32,7,1.48,6003.36,9096,Standard Shipping
ORD-C8804458,6/3/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,25,24,0,On Time,None,0.86,7.7,3.35,5008.98,5386,Standard Shipping
ORD-BE172945,11/11/24,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,6,2,0,On Time,None,0.35,4.7,5.3,9600.53,1293,Standard Shipping
ORD-91E4654E,1/3/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,38,38,0,On Time,Port Congestion,0.45,2.6,1.72,7027.57,8812,Standard Shipping
ORD-FA513702,10/4/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,29,28,0,On Time,None,0.66,9.3,5.17,2180.41,2627,Standard Shipping
ORD-F8935DF6,9/24/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Pharmaceuticals,24,25,42,17,Late,Geopolitical Conflict (Route Diversion),0.27,1.9,2.76,6106.68,4007,Expedited Air Freight
ORD-64DAF9D6,9/3/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,20,17,0,On Time,None,0.76,7.4,5.15,4766.08,5416,Standard Shipping
ORD-6B9F1C27,7/23/24,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,5,2,0,On Time,None,0.71,2.9,3.5,69813.32,7423,Standard Shipping
ORD-31044B76,3/2/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,38,34,0,On Time,None,0.54,4.4,4.78,5414.64,7032,Standard Shipping
ORD-0B212AA7,12/6/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,25,24,0,On Time,None,0.8,1.5,4.64,919.8,1022,Standard Shipping
ORD-A1A8CA32,9/3/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18,20,17,0,On Time,None,0.54,6,4.75,3983.98,5174,Standard Shipping
ORD-83C3474D,2/16/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,20,17,0,On Time,None,0.21,7.2,5.63,5621.66,9292,Standard Shipping
ORD-1CE0A68E,11/27/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,26,37,11,Late,Geopolitical Conflict (Route Diversion),0.26,2.3,1.92,6482.45,6431,Re-routing
ORD-44B708F0,11/6/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Semiconductors,2,5,3,0,On Time,None,0.36,1.1,6.38,43937.52,5874,Standard Shipping
ORD-8AD966D2,6/30/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Semiconductors,35,37,35,0,On Time,None,0.86,7.5,3.13,5616.27,6039,Standard Shipping
ORD-B6F1FD0C,9/28/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18,21,18,0,On Time,None,0.57,9,3.34,6043.71,7699,Standard Shipping
ORD-92FDB798,9/16/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,27,24,0,On Time,None,0.19,1.4,2.53,3460.52,5816,Standard Shipping
ORD-D38E8346,3/18/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,8,7,0,On Time,None,0.27,8,5.23,6000.11,9449,Standard Shipping
ORD-E68F87ED,11/5/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,29,29,0,On Time,None,0.12,9.6,2.4,419.44,749,Standard Shipping
ORD-A30059B0,1/25/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,30,28,0,On Time,None,0.51,9.4,5.97,140.43,186,Standard Shipping
ORD-3B78AB7C,11/21/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,18,0,On Time,None,0.71,5.8,2.44,2347.83,2746,Standard Shipping
ORD-D10AD383,9/5/25,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,4,11,7,Late,Geopolitical Conflict (Route Diversion),0.66,7.7,2.94,75289.63,3436,Expedited Air Freight
ORD-E70FA177,10/16/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,10,6,0,On Time,None,0.67,1,3.87,5717.24,6847,Standard Shipping
ORD-F49B91B1,2/9/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,8,8,0,On Time,None,0.24,8.9,3.25,4504.92,7266,Standard Shipping
ORD-55D348ED,4/26/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,25,24,0,On Time,None,0.4,2.6,1.67,6918.8,9884,Standard Shipping
ORD-53100B33,12/5/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,18,0,On Time,None,0.51,0.8,4.35,5241.21,6942,Standard Shipping
ORD-26EC6585,9/26/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,30,28,0,On Time,None,0.67,0.4,1.86,6957.22,8332,Standard Shipping
ORD-4B1CDB5E,9/5/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Semiconductors,2,3,2,0,On Time,None,0.55,1,3.22,40340.3,4732,Standard Shipping
ORD-8F136902,3/30/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Pharmaceuticals,24,26,23,0,On Time,None,0.72,8.3,6.49,5796.4,6740,Standard Shipping
ORD-7848A1BA,12/29/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,36,35,0,On Time,None,0.74,4.9,0.14,3001.5,3450,Standard Shipping
ORD-FA9243BA,6/4/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,19,18,0,On Time,None,0.71,4.3,1.87,5429.25,6350,Standard Shipping
ORD-E459DBEF,7/19/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,9,7,0,On Time,None,0.2,2.7,1.34,2237.4,3729,Standard Shipping
ORD-7A164B7D,3/5/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,38,35,0,On Time,None,0.7,6.3,2.95,7661.05,9013,Standard Shipping
ORD-11E5F950,7/20/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,38,35,0,On Time,None,0.14,5.3,2.87,473.67,831,Standard Shipping
ORD-A54AE47C,3/14/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,26,24,0,On Time,None,0.71,1.4,1.73,7149.51,8362,Standard Shipping
ORD-3CA89486,4/20/24,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,4,2,0,On Time,None,0.77,0.5,0.47,37995.71,3903,Standard Shipping
ORD-93F7AEBC,7/28/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,29,28,0,On Time,None,0.12,7.7,1.44,2506,4475,Standard Shipping
ORD-074CABBB,4/5/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,36,34,0,On Time,None,0.3,8.9,5.3,3778.45,5813,Standard Shipping
ORD-C2D645C8,12/22/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,10,7,0,On Time,None,0.18,3.5,4.04,1621.91,2749,Standard Shipping
ORD-9246ED0E,11/28/25,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,14,12,0,On Time,None,0.28,6.1,2.02,3885.44,6071,Standard Shipping
ORD-F92271BB,11/28/25,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,14,11,0,On Time,None,0.58,4.7,3.19,1939.45,2455,Standard Shipping
ORD-71B32BCB,6/18/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,36,35,0,On Time,None,0.45,8.1,1.64,4779.93,6593,Standard Shipping
ORD-912850B7,6/16/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,21,17,0,On Time,None,0.82,5.1,4.67,2324.14,2554,Standard Shipping
ORD-0484F5C8,7/5/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,8,13,5,Late,Severe Weather (Typhoon/Storm),0.23,9.9,3.09,5609.53,7601,Standard Shipping
ORD-9CE664BC,5/8/24,"Santos, BR","Shanghai, CN",Commodity,Air,Semiconductors,4,6,6,0,On Time,None,0.31,3.4,2.81,2111.07,293,Standard Shipping
ORD-AF9EC2F1,10/22/24,"Hamburg, DE","New York, US",Atlantic,Sea,Semiconductors,12,13,12,0,On Time,None,0.77,4.6,3.92,4624.12,5225,Standard Shipping
ORD-9FA73DFC,7/28/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,21,17,0,On Time,None,0.71,3.7,2.34,4227.12,4944,Standard Shipping
ORD-4BDDAF36,6/26/24,"Hamburg, DE","New York, US",Atlantic,Sea,Semiconductors,12,14,10,0,On Time,None,0.49,9.4,1.34,3484.36,4677,Standard Shipping
ORD-F2EF4826,9/27/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,9,6,0,On Time,None,0.6,2.8,1.91,2700,3375,Standard Shipping
ORD-4AD53DC4,8/8/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,38,36,0,On Time,None,0.36,8.9,2.3,548.76,807,Standard Shipping
ORD-8F8CEA78,11/14/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,29,47,18,Late,Geopolitical Conflict (Route Diversion),0.19,4.2,4.25,4387.78,4609,Re-routing
ORD-0E9A2B20,11/6/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,29,29,0,On Time,None,0.45,1.2,1.76,111.65,154,Standard Shipping
ORD-5E65C1D4,9/22/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,31,28,0,On Time,None,0.19,5.5,2.66,5829.81,9798,Standard Shipping
ORD-CA54E264,4/30/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,36,35,0,On Time,None,0.84,4.5,4.84,8538.52,9281,Standard Shipping
ORD-2022D4EA,2/8/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,20,19,0,On Time,None,0.18,0.3,3.32,3656.23,6197,Standard Shipping
ORD-E1EE3F35,9/25/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,27,23,0,On Time,None,0.49,5.6,1.32,6173.81,8287,Standard Shipping
ORD-14A9944D,5/15/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,18,0,On Time,None,0.5,0.4,3.3,469.5,626,Standard Shipping
ORD-7DA6ED2A,3/23/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,25,36,11,Late,Geopolitical Conflict (Route Diversion),0.82,2.6,3.75,11968.32,8220,Re-routing
ORD-A9BBB73E,1/23/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,10,7,0,On Time,None,0.53,4.4,2.93,2153.47,2815,Standard Shipping
ORD-1705AED5,5/29/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,18,0,On Time,None,0.88,9.6,3.67,7377.12,7848,Standard Shipping
ORD-A2A97218,10/31/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,29,27,0,On Time,None,0.14,4.3,4.56,5117.46,8978,Standard Shipping
ORD-49C153C4,4/23/25,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,15,12,0,On Time,None,0.11,5,3.73,240.87,434,Standard Shipping
ORD-EB0FE94A,9/10/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Pharmaceuticals,2,5,6,1,Late,Severe Weather (Typhoon/Storm),0.37,8.9,4.29,107012.07,7890,Expedited Air Freight
ORD-63B130B2,5/18/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,29,28,0,On Time,None,0.35,3.4,4.11,6272.1,9292,Standard Shipping
ORD-FD2DDF0D,1/15/24,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,14,11,0,On Time,None,0.85,2.3,2.17,793.65,858,Standard Shipping
ORD-96FAB1D0,2/16/25,"Shanghai, CN","Los Angeles, US",Pacific,Air,Pharmaceuticals,2,5,3,0,On Time,None,0.1,8.8,3.95,33710.6,5572,Standard Shipping
ORD-CEE5C09B,7/24/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,27,40,13,Late,Geopolitical Conflict (Route Diversion),0.21,4.7,1,8348.99,8625,Re-routing
ORD-F5A15153,11/27/25,"Hamburg, DE","New York, US",Atlantic,Sea,Semiconductors,12,15,12,0,On Time,None,0.3,7.4,3.56,5595.2,8608,Standard Shipping
ORD-93EFEA0E,7/12/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,37,35,0,On Time,None,0.14,0.9,3.26,3968.91,6963,Standard Shipping
ORD-B0D75EC2,1/1/26,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,13,19,6,Late,Port Congestion,0.89,2.8,1.29,7256.76,6981,Standard Shipping
ORD-4C1089F8,4/17/24,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,14,13,0,On Time,None,0.62,3.3,4.72,2416.23,2983,Standard Shipping
ORD-808D4FF0,7/3/25,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,14,13,0,On Time,None,0.73,8.4,3.77,7468.41,8634,Standard Shipping
ORD-5F53A6EA,7/16/25,"Hamburg, DE","New York, US",Atlantic,Air,Semiconductors,2,5,7,2,Late,Port Congestion,0.79,8,1.34,158966.23,9786,Expedited Air Freight
ORD-1C5F4998,8/31/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,19,19,0,On Time,None,0.19,0.4,2.95,901.42,1515,Standard Shipping
ORD-1F44D210,5/2/24,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,15,13,0,On Time,None,0.4,3.6,1.65,1671.6,2388,Standard Shipping
ORD-3DB6043A,5/8/25,"Santos, BR","Shanghai, CN",Commodity,Air,Pharmaceuticals,4,5,4,0,On Time,None,0.54,7,4.83,11824.12,1396,Standard Shipping
ORD-CB0B931B,5/3/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,30,28,0,On Time,None,0.52,0.2,4.07,3629.76,4776,Standard Shipping
ORD-4CB806AD,1/24/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,19,18,0,On Time,None,0.33,8.2,2.79,6145.93,9242,Standard Shipping
ORD-E88807C8,8/6/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,38,35,0,On Time,None,0.56,5.9,2.97,3560.7,4565,Standard Shipping
ORD-1B704268,8/19/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,27,24,0,On Time,None,0.5,7.9,5.46,1545.75,2061,Standard Shipping
ORD-3E502471,4/18/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,36,35,0,On Time,None,0.5,1.9,3.36,1469.25,1959,Standard Shipping
ORD-FAA5E1D9,11/12/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,29,41,12,Late,Geopolitical Conflict (Route Diversion),0.18,4,4.13,7029.02,7446,Re-routing
ORD-74BD672E,5/9/24,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,14,13,0,On Time,None,0.59,6.2,4.37,2167.17,2726,Standard Shipping
ORD-8399D6DF,2/12/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,8,7,0,On Time,None,0.84,6.5,4.19,4861.28,5284,Standard Shipping
ORD-2F8CE424,6/25/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,9,7,0,On Time,None,0.11,8.7,4.29,1234.32,2224,Standard Shipping
ORD-5183BD7A,12/31/24,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,6,3,0,On Time,None,0.3,6.7,3.63,8000.85,1119,Standard Shipping
ORD-9C5344DC,6/24/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,8,7,0,On Time,None,0.47,1.7,3.51,4590.07,6245,Standard Shipping
ORD-05E610D9,1/23/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Pharmaceuticals,35,38,34,0,On Time,None,0.26,8.2,1.21,2777.67,4409,Standard Shipping
ORD-383E1ED0,9/4/25,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,14,15,1,Late,Port Congestion,0.85,4.9,4.45,784.5,771,Standard Shipping
ORD-CF3AED40,11/16/25,"Hamburg, DE","New York, US",Atlantic,Sea,Pharmaceuticals,12,14,12,0,On Time,None,0.36,6.1,2.96,6721.8,9885,Standard Shipping
ORD-7C556322,6/17/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,36,35,0,On Time,None,0.86,7.4,2.11,5138.25,5525,Standard Shipping
ORD-6D5DE988,9/14/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,25,5,Late,Severe Weather (Typhoon/Storm),0.68,5.4,4.26,4543.06,4507,Standard Shipping
ORD-0822E536,4/9/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,9,6,0,On Time,None,0.59,8.3,5.1,5512.53,6934,Standard Shipping
ORD-A3A9AB5F,5/10/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,26,24,0,On Time,None,0.32,5.9,3.21,939.18,1423,Standard Shipping
ORD-DAE75817,6/30/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,25,24,0,On Time,None,0.59,7.9,2.69,2094.82,2635,Standard Shipping
ORD-2215CAE6,10/13/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,37,36,0,On Time,None,0.75,6.1,3.94,8384.25,9582,Standard Shipping
ORD-BC27F35C,2/7/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,19,18,0,On Time,None,0.66,6.9,1.67,3013.73,3631,Standard Shipping
ORD-5DE394FA,10/26/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,20,18,0,On Time,None,0.78,5.9,0.86,6719.5,7550,Standard Shipping
ORD-42B8F674,2/19/24,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,14,11,0,On Time,None,0.21,2.6,2.95,5424.43,8966,Standard Shipping
ORD-31AC3189,11/15/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,27,23,0,On Time,None,0.11,2,3.45,1964.7,3540,Standard Shipping
ORD-A53B53EF,5/20/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,21,19,0,On Time,None,0.43,6.4,3.25,1808.23,2529,Standard Shipping
ORD-E42B07A4,4/6/24,"Hamburg, DE","New York, US",Atlantic,Air,Pharmaceuticals,2,5,3,0,On Time,None,0.45,9.7,4.59,76623.8,9608,Standard Shipping
ORD-C37E3A38,2/28/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,18,0,On Time,None,0.23,3.4,5.37,3355.44,5456,Standard Shipping
ORD-8C33908D,2/11/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,10,7,0,On Time,None,0.9,6.9,2.33,8880.6,9348,Standard Shipping
ORD-57BCACAB,4/4/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,21,19,0,On Time,None,0.51,0.5,3.52,5813.5,7700,Standard Shipping
ORD-62E480E7,6/7/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Pharmaceuticals,35,36,39,3,Late,Port Congestion,0.89,9.9,2.87,7325.36,4698,Expedited Air Freight
ORD-9208C704,3/9/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,37,35,0,On Time,None,0.48,3.8,4.98,5434.56,7344,Standard Shipping
ORD-69B1DFAA,12/18/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,19,21,2,Late,Port Congestion,0.74,4.9,1.82,197.14,206,Standard Shipping
ORD-FFE597AE,1/12/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,10,5,0,On Time,None,0.35,6.7,3.1,5134.73,7607,Standard Shipping
ORD-82ADE6B6,8/22/24,"Santos, BR","Shanghai, CN",Commodity,Air,Semiconductors,4,5,7,2,Late,Port Congestion,0.29,3.7,2.89,45047.57,3848,Expedited Air Freight
ORD-14DC7C4C,4/7/24,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,15,12,0,On Time,None,0.79,5.7,4.21,467.19,522,Standard Shipping
